"","Date","Year","Month","Julian_Day","pH","Station","Depth_m","PO4_P_mgl","TDP_mgl","UTP_mgl","NO3_N_plus_n02_mg_l","NH3_N_mg_l","UTN_mgl","SiO2_Si_mgl","Iron_mgl","Particulate_Carbon_mgl","Mg_mgl","Ca_mgl","Alkalinity_mg_ca03"
"584",1994-07-16,1994,7,197,7.2,"2",1,0.0015,0.0017,0.0075,0.0707,0.0017,0.1846,0.122,0.055,0.442,4,3.9,6
"585",1994-07-16,1994,7,197,6.5,"2",66,0.0011,0.0012,0.0022,0.004,0.0017,0.0376,0.743,0.058,0.008,3.4,3.9,6
"586",1994-07-16,1994,7,197,7.3,"3",1,0.001,0.0012,0.0085,0.0747,0.0047,0.1902,0.128,0.051,0.458,4,3.9,6
"587",1994-07-16,1994,7,197,6.5,"3",66,0.0012,0.0012,0.0022,0.0102,0.0023,0.0462,0.756,0.056,0.008,4,3.9,6
"588",1994-08-15,1994,8,227,NA,"1",1,NA,NA,0.0062,NA,0.0845,NA,NA,NA,NA,NA,NA,NA
"589",1994-08-15,1994,8,227,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1994-08-15,1994,8,227,NA,"2",1,NA,NA,0.0075,NA,0.0939,NA,NA,NA,NA,NA,NA,NA
"591",1994-08-15,1994,8,227,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",1994-08-15,1994,8,227,NA,"3",1,NA,NA,0.0052,NA,0.0761,NA,NA,NA,NA,NA,NA,NA
"593",1994-08-15,1994,8,227,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",1994-09-16,1994,9,259,6.4,"1",1,0.0019,0.0028,0.0109,0.0747,0.0047,0.1801,0.256,0.029,0.339,2.7,3,6
"595",1994-09-16,1994,9,259,6.4,"1",66,0.0013,0.0014,0.0031,0.0764,0.0023,0.12,0.848,0.017,0.017,4.1,4,6
"596",1994-09-16,1994,9,259,6.4,"2",1,0.0012,0.0014,0.0056,0.0769,0.0023,0.1615,0.25,0.026,0.134,2.7,3,6
"597",1994-09-16,1994,9,259,6.4,"2",66,0.0017,0.0019,0.0023,0.0764,0.0017,0.1139,0.814,0.011,0.008,4.1,4,6
"598",1994-09-16,1994,9,259,6.5,"3",1,0.0015,0.0017,0.0054,0.0769,0.0047,0.1622,0.387,0.011,0.089,2.7,4,6
"599",1994-09-16,1994,9,259,6.4,"3",66,0.0012,0.0014,0.0026,0.0526,0.0047,0.0932,0.831,0.016,0.008,4.1,4,6
"600",1994-10-13,1994,10,286,NA,"1",1,NA,NA,0.0074,NA,0.0683,NA,NA,NA,NA,NA,NA,NA
"601",1994-10-13,1994,10,286,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",1994-10-13,1994,10,286,NA,"2",1,NA,NA,0.0078,NA,0.0853,NA,NA,NA,NA,NA,NA,NA
"603",1994-10-13,1994,10,286,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",1994-10-13,1994,10,286,NA,"3",1,NA,NA,0.0073,NA,0.0861,NA,NA,NA,NA,NA,NA,NA
"605",1994-10-13,1994,10,286,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",1994-11-14,1994,11,318,6.8,"1",1,0.005,0.0059,0.0046,0.0815,0.0094,0.1445,0.751,0.028,NA,2.7,2.9,6
"607",1994-11-14,1994,11,318,6.6,"1",66,0.0015,0.0016,0.0051,0.0521,0.0047,0.1089,0.886,0.011,NA,4.8,3.8,7
"608",1994-11-14,1994,11,318,6.7,"2",1,0.0016,0.002,0.0039,0.0775,0.0047,0.1443,0.72,0.028,NA,2.7,2.9,6
"609",1994-11-14,1994,11,318,NA,"2",66,0.0019,0.0026,0.0035,0.0538,0.007,0.1013,NA,NA,NA,NA,NA,NA
"610",1994-11-14,1994,11,318,6.7,"3",1,0.0014,0.0015,0.0038,0.0752,0.007,0.1304,0.714,0.032,NA,2.7,2.9,6
"611",1994-11-14,1994,11,318,6.6,"3",66,0.0014,0.0013,0.0029,0.004,0.007,0.0469,0.825,0.011,NA,4.8,3.8,6
"612",1993-03-18,1993,3,77,6.2,"1",1,0.0014,0.002,0.0027,0.0668,0.005,0.119,0.827,0.023,NA,3.2,4,6
"613",1993-03-18,1993,3,77,6.2,"1",66,8e-04,0.0012,0.0024,0.0706,0.0017,0.1163,0.803,0.096,NA,4.1,5.1,6
"614",1993-03-18,1993,3,77,6.2,"2",1,0.0014,0.0019,0.0025,0.0676,0.0017,0.1162,0.779,0.083,NA,4.1,5.1,6
"615",1993-03-18,1993,3,77,6.4,"2",66,0.0015,0.004,0.0029,0.0676,0.0017,0.1125,0.779,0.089,NA,3.4,5.1,6
"616",1993-03-18,1993,3,77,6.4,"3",1,0.0013,0.0017,0.0025,0.0676,0.0017,0.1169,0.803,0.102,NA,4.1,5.1,6
"617",1993-03-18,1993,3,77,6.3,"3",66,0.0013,0.0016,0.0025,0.0676,0.0017,0.1198,0.791,0.053,NA,3.4,5.1,6
"618",1993-05-17,1993,5,137,6.5,"1",1,0.0012,0.0023,0.0037,0.0688,0.0041,0.118,0.684,0.022,NA,4.3,2.8,6
"619",1993-05-17,1993,5,137,6.5,"1",66,0.003,0.0046,0.0024,0.0853,0.0072,0.1169,0.672,0.022,NA,4.3,2.8,6
"620",1993-05-17,1993,5,137,6.5,"2",1,0.0016,0.003,0.0034,0.0723,0.0031,0.1238,0.649,0.018,NA,4.3,3.7,6
"621",1993-05-17,1993,5,137,6.5,"2",66,0.0015,0.0045,0.0024,0.0808,0.0041,0.1177,0.661,0.02,NA,4.3,3.7,6
"622",1993-05-17,1993,5,137,6.6,"3",1,0.0016,0.0032,0.0023,0.0768,0.0021,0.1168,0.649,0.012,NA,4.3,2.8,6
"623",1993-05-17,1993,5,137,6.5,"3",66,7e-04,0.0018,0.0037,0.0873,0.0052,0.1319,0.649,0.024,NA,4.3,2.8,6
"624",1993-06-15,1993,6,166,NA,"1",1,NA,NA,0.0057,NA,0.0823,NA,NA,NA,NA,NA,NA,NA
"625",1993-06-15,1993,6,166,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",1993-06-15,1993,6,166,NA,"2",1,NA,NA,0.0079,NA,0.0953,NA,NA,NA,NA,NA,NA,NA
"627",1993-06-15,1993,6,166,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",1993-06-15,1993,6,166,NA,"3",1,NA,NA,0.0069,NA,0.0869,NA,NA,NA,NA,NA,NA,NA
"629",1993-06-15,1993,6,166,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",1993-07-16,1993,7,197,6.7,"1",1,0.0019,0.0043,0.0125,0.004,0.0017,0.1332,0.14,0.011,NA,3.3,2.9,3
"631",1993-07-16,1993,7,197,6.5,"1",66,0.0018,0.0027,0.0034,0.0872,0.0017,0.1269,0.84,0.016,NA,5,3.9,5
"632",1993-07-16,1993,7,197,6.4,"2",1,9e-04,0.0032,0.0131,0.004,0.0021,0.1155,0.102,0.011,NA,3.3,3.9,7
"633",1993-07-16,1993,7,197,6.4,"2",66,0.0013,0.0024,0.0039,0.0888,0.0026,0.1473,0.865,0.011,NA,5,2.9,6
"634",1993-07-16,1993,7,197,6.6,"3",1,0.0045,0.0074,0.0081,0.004,0.0017,0.097,0.225,0.011,NA,3.3,2.9,7
"635",1993-07-16,1993,7,197,6.4,"3",66,0.0011,0.0034,0.0035,0.0858,0.0017,0.1335,0.764,0.022,NA,5,2.9,6
"636",1993-08-17,1993,8,229,NA,"1",1,NA,NA,0.0132,NA,0.1338,NA,NA,NA,NA,NA,NA,NA
"637",1993-08-17,1993,8,229,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",1993-08-17,1993,8,229,NA,"2",1,NA,NA,0.0077,NA,0.0892,NA,NA,NA,NA,NA,NA,NA
"639",1993-08-17,1993,8,229,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",1993-08-17,1993,8,229,NA,"3",1,NA,NA,0.0095,NA,0.1162,NA,NA,NA,NA,NA,NA,NA
"641",1993-08-17,1993,8,229,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",1993-09-16,1993,9,259,6.7,"1",1,0.0012,0.006,0.0118,0.004,0.0026,0.1348,0.193,0.011,NA,3.1,3,6
"643",1993-09-16,1993,9,259,6.4,"1",66,0.0012,0.0043,0.0034,0.0898,0.0036,0.1452,0.812,0.019,NA,4.7,4,6
"644",1993-09-16,1993,9,259,6.6,"2",1,8e-04,0.004,0.0134,0.004,0.0031,0.1362,0.25,0.011,NA,3.1,3,6
"645",1993-09-16,1993,9,259,6.5,"2",66,7e-04,0.0014,0.0048,0.0898,0.0021,0.1498,0.806,0.022,NA,4.7,3,6
"646",1993-09-16,1993,9,259,6.5,"3",1,0.0029,0.0069,0.0087,0.004,0.0017,0.104,0.238,0.011,NA,3.1,3,6
"647",1993-09-16,1993,9,259,6.4,"3",66,0.0014,0.0026,0.0029,0.0908,0.0017,0.1516,0.754,0.015,NA,4.7,4,6
"648",1993-10-12,1993,10,285,NA,"1",1,NA,NA,0.0075,NA,0.1071,NA,NA,NA,NA,NA,NA,NA
"649",1993-10-12,1993,10,285,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",1993-10-12,1993,10,285,NA,"2",1,NA,NA,0.0051,NA,0.1033,NA,NA,NA,NA,NA,NA,NA
"651",1993-10-12,1993,10,285,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",1993-10-12,1993,10,285,NA,"3",1,NA,NA,0.0053,NA,0.0874,NA,NA,NA,NA,NA,NA,NA
"653",1993-10-12,1993,10,285,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",1993-11-19,1993,11,323,6.4,"1",1,0.0021,0.0035,0.0058,0.0429,0.0065,0.1304,0.677,0.062,NA,2.9,3,6
"655",1993-11-19,1993,11,323,6.4,"1",66,0.0014,0.0028,0.0099,0.0428,0.0087,0.1182,0.663,0.44,NA,2.9,3,4
"656",1993-11-19,1993,11,323,6.4,"2",1,0.0021,0.0038,0.004,0.0449,0.0065,0.1279,0.663,0.053,NA,2.9,3,5
"657",1993-11-19,1993,11,323,6.4,"2",66,0.0501,0.0514,0.006,0.0725,0.0022,0.138,0.771,0.041,NA,4.3,4,5
"658",1993-11-19,1993,11,323,NA,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",1993-11-19,1993,11,323,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",1992-03-17,1992,3,77,6.6,"1",1,9e-04,0.0014,0.0037,0.0665,0.0039,0.1057,0.806,0.017,NA,3.1,4,4
"661",1992-03-17,1992,3,77,6.6,"1",66,0.0017,0.0052,0.0037,0.073,0.0017,0.1164,0.8,0.014,NA,3.1,4.9,4
"662",1992-03-17,1992,3,77,6.3,"2",1,6e-04,0.0014,0.0037,0.0687,0.0017,0.1111,0.778,0.013,NA,3.9,3,4
"663",1992-03-17,1992,3,77,6.4,"2",66,0.0014,0.0033,0.0033,0.0701,0.0017,0.1176,0.789,0.016,NA,4.8,3,7
"664",1992-03-17,1992,3,77,6.4,"3",1,8e-04,0.0018,0.0033,0.0694,NA,0.1138,0.778,0.03,NA,3.9,4,5
"665",1992-03-17,1992,3,77,6.5,"3",66,9e-04,0.0018,0.0026,0.0701,0.0019,0.1176,0.772,0.011,NA,3.9,4,5
"666",1992-04-14,1992,4,105,6.6,"1",1,0.001,0.0018,0.0028,0.0616,0.0017,0.1089,0.789,0.012,NA,5.2,2.9,6
"667",1992-04-14,1992,4,105,6.5,"1",66,0.0013,0.0025,0.0029,0.0684,0.0017,0.1106,0.789,0.018,NA,4.3,3.8,6
"668",1992-04-14,1992,4,105,6.6,"2",1,0.001,0.002,0.0029,0.0586,0.0017,0.11,NA,0.012,NA,3.4,3.8,6
"669",1992-04-14,1992,4,105,6.5,"2",66,0.0019,0.0032,0.0025,0.0664,0.002,0.1086,0.778,0.011,NA,4.3,3.8,6
"670",1992-04-14,1992,4,105,6.6,"3",1,0.0015,0.002,0.0055,0.0625,0.002,0.1364,0.767,0.011,NA,3.1,4,6
"671",1992-04-14,1992,4,105,6.5,"3",66,7e-04,9e-04,0.0027,0.0645,0.002,0.1149,0.767,0.012,NA,3.9,4,6
"672",1992-05-11,1992,5,132,6.4,"1",1,0.0014,0.0026,0.0031,0.0586,0.002,0.1141,0.857,0.048,NA,2.4,4,5
"673",1992-05-11,1992,5,132,6.4,"1",66,0.0017,0.004,0.0042,0.0684,0.002,0.1122,0.798,0.013,NA,5,4,5
"674",1992-05-11,1992,5,132,6.4,"2",1,0.0024,0.0027,0.0032,0.0611,0.002,0.1137,0.786,0.017,NA,4.1,3,5
"675",1992-05-11,1992,5,132,6.6,"2",66,0.0015,0.0021,0.0026,0.0655,0.0061,0.1093,0.804,0.011,NA,5,4,5.5
"676",1992-05-11,1992,5,132,6.5,"3",1,0.0011,0.0027,0.0029,0.0625,0.003,0.1195,0.786,0.017,NA,4.1,3,5
"677",1992-05-11,1992,5,132,6.5,"3",66,7e-04,0.0013,0.0022,0.0684,0.003,0.1093,0.804,0.011,NA,5,4,5
"678",1992-06-17,1992,6,169,6.7,"1",1,0.0014,0.0028,0.0084,0.0219,0.002,0.1359,0.612,0.028,NA,0.8,7.8,5.5
"679",1992-06-17,1992,6,169,6.5,"1",66,0.0017,0.0019,0.0022,0.0704,0.0017,0.1113,0.772,0.021,NA,4.7,3.7,5.5
"680",1992-06-17,1992,6,169,6.7,"2",1,6e-04,0.0016,0.0049,0.0269,0.0017,0.1116,0.629,0.024,NA,3.4,2.8,5.5
"681",1992-06-17,1992,6,169,6.6,"2",66,0.0036,0.0078,0.0022,0.0674,0.0061,0.1126,0.75,0.028,NA,3.4,3.7,5.5
"682",1992-06-17,1992,6,169,6.6,"3",1,0.0022,0.0026,0.0044,0.0313,0.002,0.1088,0.64,0.024,NA,0.8,6.8,5.5
"683",1992-06-17,1992,6,169,6.4,"3",66,0.0024,0.0024,0.0022,0.0723,0.002,0.1103,0.766,0.024,NA,4,3.7,5.5
"684",1992-07-14,1992,7,196,6.7,"1",1,0.0016,0.0037,0.004,0.0059,0.004,0.0965,0.567,0.017,NA,2.1,2.6,5
"685",1992-07-14,1992,7,196,6.5,"1",66,0.0021,0.0024,0.0016,0.0723,0.0025,0.1089,0.79,0.018,NA,2.1,2.6,5
"686",1992-07-14,1992,7,196,6.4,"2",1,0.0015,0.0024,0.0027,0.0064,0.002,0.0809,0.568,0.018,NA,2.1,3.5,4
"687",1992-07-14,1992,7,196,6.5,"2",66,0.001,0.0019,0.0016,0.0704,0.002,0.1084,0.768,0.017,NA,2.9,3.5,4.5
"688",1992-07-14,1992,7,196,6.5,"3",1,0.0016,0.0024,0.0033,0.0132,0.004,0.0892,0.584,0.017,NA,2.9,3.5,4
"689",1992-07-14,1992,7,196,6.5,"3",66,0.0015,0.0039,0.0016,0.0733,0.002,0.1054,0.768,0.017,NA,2.9,3.5,5
"690",1992-09-19,1992,9,263,6.5,"1",1,0.0013,0.0029,0.0042,0.0137,0.0061,0.0882,0.44,0.029,NA,2.1,3.7,5
"691",1992-09-19,1992,9,263,6.4,"1",66,0.0027,0.0047,0.0017,0.0782,0.0091,0.1133,0.859,0.026,NA,4.8,3.7,5
"692",1992-09-19,1992,9,263,6.3,"2",1,0.0016,0.0031,0.0036,0.0108,0.0081,0.0853,0.556,0.036,NA,2.1,2.7,4.5
"693",1992-09-19,1992,9,263,6.6,"2",66,0.001,0.0018,0.0019,0.0752,0.0061,0.1118,0.783,0.02,NA,5.2,5,5.5
"694",1992-09-19,1992,9,263,6.5,"3",1,0.0011,0.0032,0.0039,0.0127,0.0081,0.0828,0.44,0.03,NA,2.8,2.7,5
"695",1992-09-19,1992,9,263,6.5,"3",66,0.0015,0.0025,0.0023,0.0694,0.0061,0.1001,0.76,0.018,NA,3.5,3.7,5.5
"696",1992-11-11,1992,11,316,6.3,"1",1,0.004,0.0042,0.002,0.0508,0.0081,0.0932,0.666,0.044,NA,2.1,5,5
"697",1992-11-11,1992,11,316,6.3,"1",66,0.0028,0.0028,0.0025,0.0567,0.0081,0.0976,0.714,0.038,NA,2.8,4,5
"698",1992-11-11,1992,11,316,6.3,"2",1,0.0011,0.0046,0.0025,0.0508,0.0061,0.0946,0.642,0.035,NA,2.1,5,5
"699",1992-11-11,1992,11,316,6.3,"2",66,7e-04,0.0016,0.0016,0.0743,0.004,0.1378,0.75,0.041,NA,4.2,4,5.5
"700",1992-11-11,1992,11,316,6.4,"3",1,0.0019,0.0046,0.0021,0.0547,0.0091,0.1196,0.69,0.07,NA,2.8,5,5
"701",1992-11-11,1992,11,316,6.3,"3",66,0.001,0.0024,0.0024,0.0684,0.005,0.1181,0.774,0.07,NA,3.5,4,5
"702",1991-03-28,1991,3,87,6.7,"1",1,0.0027,0.0043,NA,0.0726,0.001,NA,0.872,0.031,0.052,4.3,3.7,7.5
"703",1991-03-28,1991,3,87,6.4,"1",66,0.0021,0.0036,NA,0.0749,0.001,NA,0.852,0.036,0.096,3.6,3.7,6
"704",1991-03-28,1991,3,87,NA,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",1991-03-28,1991,3,87,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",1991-03-28,1991,3,87,6.5,"3",1,0.0025,0.0039,NA,0.069,0.001,NA,0.832,0.031,0.145,4.3,3.7,6
"707",1991-03-28,1991,3,87,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",1991-04-18,1991,4,108,6.8,"1",1,0.0019,0.0039,0.0032,0.0791,0.007,0.1332,0.822,0.036,0.087,4.3,3.7,7
"709",1991-04-18,1991,4,108,6.7,"1",66,7e-04,0.0021,0.0026,0.0711,0.005,0.1396,0.832,0.028,0.057,4.3,3.7,7
"710",1991-04-18,1991,4,108,6.7,"3",1,0.0028,0.0101,0.0026,0.0681,0.007,0.1003,0.872,0.046,0.055,4.3,3.7,7
"711",1991-04-18,1991,4,108,6.8,"3",66,0.0027,0.0097,0.0029,0.0691,0.0055,0.1476,0.832,0.032,0.044,4.3,3.7,7
"712",1991-05-21,1991,5,141,6.6,"1",1,6e-04,0.0023,0.0037,0.0616,0.007,0.1513,0.84,0.017,0.208,3.7,3,7
"713",1991-05-21,1991,5,141,6.3,"1",66,8e-04,0.0049,0.005,0.0706,0.006,0.1247,0.846,0.031,0.06,3.7,3,5
"714",1991-05-21,1991,5,141,6.8,"2",1,5e-04,0.0023,0.0036,0.06,0.0021,0.1475,0.789,0.02,0.145,3.7,3,7
"715",1991-05-21,1991,5,141,6.6,"2",66,8e-04,0.003,0.003,0.0686,0.0021,0.0918,0.823,0.018,0.057,3.7,3,6.5
"716",1991-05-21,1991,5,141,6.7,"3",1,6e-04,0.0016,0.0022,0.0631,0.0011,0.1572,0.812,0.021,0.096,3.7,3,7
"717",1991-05-21,1991,5,141,6.4,"3",66,4e-04,0.0017,0.002,0.0691,0.0021,0.1365,0.812,0.006,0.145,3.7,3,5
"718",1991-06-18,1991,6,169,6.6,"1",1,0.0015,0.0029,0.0055,0.0445,0.0109,0.1043,0.504,0.014,0.304,2.4,2.8,5
"719",1991-06-18,1991,6,169,6.5,"1",66,5e-04,0.0017,0.0029,0.0716,0.0041,0.0926,0.419,0.014,0.033,2.4,2.8,4
"720",1991-06-18,1991,6,169,6.5,"2",1,0.0014,0.0027,0.0054,0.0525,0.0099,0.1038,0.419,0.014,0.197,2.4,1.8,3.5
"721",1991-06-18,1991,6,169,6.5,"2",66,7e-04,0.0018,0.0029,0.0721,0.005,0.0939,0.461,0.014,0.071,2.4,1.8,4
"722",1991-06-18,1991,6,169,6.7,"3",1,0.0018,0.0028,0.0052,0.0405,0.0055,0.0879,0.503,0.01,0.167,2.4,2.8,4.5
"723",1991-06-18,1991,6,169,6.6,"3",66,4e-04,0.0017,0.0033,0.0681,0.0036,0.0899,0.455,0.004,0.071,3.2,2.8,4.5
"724",1991-06-26,1991,6,177,7,"1",1,NA,NA,NA,NA,NA,NA,0.663,0.003,NA,3.7,2.9,6.5
"725",1991-06-26,1991,6,177,6.7,"1",66,NA,NA,NA,NA,NA,NA,0.832,0.003,NA,3.7,4.9,7
"726",1991-06-26,1991,6,177,7,"2",1,NA,NA,NA,NA,NA,NA,0.675,0.005,NA,3.7,3.9,7
"727",1991-06-26,1991,6,177,6.6,"2",66,NA,NA,NA,NA,NA,NA,0.815,0.007,NA,3.7,3.9,7
"728",1991-07-01,1991,7,182,6.9,"3",1,NA,NA,NA,NA,NA,NA,0.686,0.003,NA,3.7,3.9,7
"729",1991-07-01,1991,7,182,6.4,"3",66,NA,NA,NA,NA,NA,NA,0.797,0.012,NA,4.2,3.9,5
"730",1991-07-15,1991,7,196,6.8,"1",1,0.0014,0.0046,0.0082,0.001,0.0045,0.0919,0.267,0.02,0.359,2.8,2.9,11
"731",1991-07-15,1991,7,196,6,"1",66,8e-04,0.0021,0.0048,0.0691,0.0041,0.0979,0.786,0.01,0.052,4.2,3.9,8
"732",1991-07-15,1991,7,196,6.5,"2",1,0.0012,0.0034,0.0067,0.001,0.008,0.0763,0.323,0.01,0.381,2.8,2.9,5
"733",1991-07-15,1991,7,196,6.3,"2",66,5e-04,0.0067,0.0067,0.0701,0.0041,0.095,0.78,0.042,0.076,4.2,3.9,7
"734",1991-07-15,1991,7,196,6.5,"3",1,0.0012,0.0115,0.0048,0.0073,0.005,0.0777,0.334,0.018,0.348,2.8,2.9,8
"735",1991-07-15,1991,7,196,6.2,"3",66,6e-04,0.0024,0.0026,0.0706,0.0041,0.1064,0.74,0.01,0.112,4.2,2.9,5
"736",1991-08-16,1991,8,228,6.8,"1",1,0.0023,0.0067,0.0119,0.0053,0.0055,0.0852,0.102,0.014,0.353,2.1,2.9,13
"737",1991-08-16,1991,8,228,6.2,"1",66,0.001,0.0067,0.0038,0.0731,0.006,0.1093,0.722,0.005,0.063,4.2,2.9,7
"738",1991-08-16,1991,8,228,6.7,"2",1,9e-04,0.003,0.0087,0.001,0.005,0.0684,0.096,0.008,0.255,2.8,2.9,6
"739",1991-08-16,1991,8,228,6.5,"2",66,0.0015,0.0033,0.0029,0.0691,0.0041,0.1084,0.804,0.008,0.035,4.2,2.9,6
"740",1991-08-16,1991,8,228,6.7,"3",1,0.0012,0.0032,0.0112,0.001,0.00311,0.0872,0.026,0.012,0.298,2.8,2.9,5
"741",1991-08-16,1991,8,228,6.5,"3",66,5e-04,0.0014,0.0035,0.0711,0.0011,0.1156,0.81,0.005,0.063,3.5,2.9,7
"742",1991-09-16,1991,9,259,6.7,"1",1,0.0011,0.0033,0.0094,0.0068,0.006,0.1159,0.264,0.014,0.183,1.8,2.9,5
"743",1991-09-16,1991,9,259,6.7,"1",66,8e-04,0.0019,0.0034,0.0726,0.0021,0.1556,0.882,0.01,0.06,5.5,2.9,6
"744",1991-09-16,1991,9,259,6.7,"2",1,5e-04,0.0022,0.0055,0.0053,0.0031,0.079,0.344,0.014,0.161,1.8,2.9,5
"745",1991-09-16,1991,9,259,6.4,"2",66,5e-04,0.0018,0.0025,0.0711,0.0026,0.1187,0.836,0.006,0.06,5.5,2.9,4
"746",1991-09-16,1991,9,259,6.8,"3",1,9e-04,0.0037,0.007,0.0068,0.0227,0.0888,0.286,0.01,0.126,1.8,2.9,6
"747",1991-09-16,1991,9,259,6.7,"3",66,4e-04,0.0015,0.0025,0.0711,0.0026,0.126,0.814,0.006,0.076,5.5,2.9,5
"748",1991-10-17,1991,10,290,6.2,"1",1,0.0012,0.0044,0.0061,0.0395,0.0093,0.1194,0.602,0.048,0.087,2.2,2.9,5
"749",1991-10-17,1991,10,290,6.5,"1",66,8e-04,0.0025,0.0039,0.0726,0.0031,0.1244,0.874,0.023,0.049,3.6,3.9,6.5
"750",1991-10-17,1991,10,290,6.6,"2",1,0.0025,0.0038,0.0047,0.0395,0.008,0.0975,0.613,0.028,0.076,2.2,2.9,6
"751",1991-10-17,1991,10,290,6.6,"2",66,7e-04,0.002,0.0029,0.0736,0.0036,0.1208,0.852,0.03,0.046,5,2.9,7
"752",1991-10-17,1991,10,290,6.5,"3",1,0.001,0.0029,0.0056,0.0405,0.0205,0.1152,0.556,0.01,0.096,2.2,2.9,6
"753",1991-10-17,1991,10,290,6.6,"3",66,6e-04,0.0019,0.0032,0.0741,0.0036,0.1249,0.84,0.012,0.055,3.6,3.9,7
"754",1991-11-12,1991,11,316,6.5,"1",1,0.0017,0.0028,0.0039,0.0596,0.0037,0.1197,0.816,0.016,0.065,3.8,2.8,6.5
"755",1991-11-12,1991,11,316,6.5,"1",66,0.0019,0.0028,0.0032,0.0679,0.0063,0.1342,0.71,0.027,0.063,3,2.8,6
"756",1991-11-12,1991,11,316,6.7,"2",1,0.0012,0.0025,0.0041,0.0561,0.0073,0.1152,0.665,0.033,0.076,2.3,2.8,6
"757",1991-11-12,1991,11,316,6.3,"2",66,0.0016,0.0043,0.0029,0.0808,0.0022,0.1347,0.848,0.074,0.055,4.6,3.8,6
"758",1991-11-12,1991,11,316,4.5,"3",1,5e-04,0.0067,0.0038,0.0538,0.0078,0.1233,0.66,0.033,0.076,2.3,2.8,NA
"759",1991-11-12,1991,11,316,6.6,"3",66,0.0015,0.002,0.0032,0.0808,0.0016,0.1587,0.821,0.018,0.101,4.6,3.8,7
"760",1990-04-19,1990,4,109,6.8,"1",1,8e-04,8e-04,0.0012,0.0622,0.0054,0.114,0.9,0.012,0.024,3.7,3.1,6
"761",1990-04-19,1990,4,109,6.8,"1",66,8e-04,0.0013,0.0017,0.0612,0.0106,0.1232,0.888,0.01,0.03,4.4,3.1,6
"762",1990-04-19,1990,4,109,NA,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",1990-04-19,1990,4,109,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",1990-04-19,1990,4,109,6.8,"3",1,6e-04,0.0013,0.0016,0.0682,0.0091,0.12,0.864,0.003,0.024,3.7,3.1,6
"765",1990-04-19,1990,4,109,7,"3",66,4e-04,0.0011,0.001,0.0662,0.0077,0.1198,0.876,0.01,0.033,4.4,3.1,6
"766",1990-05-25,1990,5,145,6.8,"1",1,6e-04,0.0011,0.0035,0.0483,0.0077,0.1123,0.822,0.023,0.079,3.4,3.7,10
"767",1990-05-25,1990,5,145,6.5,"1",66,6e-04,0.001,8e-04,0.0697,0.0072,0.1162,0.851,0.028,0.108,3.9,2.8,5
"768",1990-05-25,1990,5,145,6.8,"3",1,5e-04,6e-04,0.0015,0.0493,0.0058,0.1127,0.828,0.025,0.024,2.8,3.7,8.5
"769",1990-05-25,1990,5,145,6.8,"3",66,5e-04,0.0012,0.0013,0.0592,0.0063,0.1115,0.828,0.022,0.183,4.4,2.8,7
"770",1990-06-01,1990,6,152,6.8,"2",1,6e-04,0.0014,0.0016,0.0433,0.006,0.1125,0.822,0.027,NA,3.4,3.7,5.5
"771",1990-06-01,1990,6,152,6.7,"2",66,6e-04,0.0012,7e-04,0.0712,0.0063,0.1281,0.851,0.059,NA,3.4,3.7,8
"772",1990-06-30,1990,6,181,6.6,"1",1,8e-04,0.0026,0.0082,0.0373,0.0075,0.1576,0.874,0.016,0.024,2.9,3,5.5
